ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
15596;1.1;-49.7;7.22;0.34;Negativno;Ne
15597;0.8;-64.8;4.77;1.15;Negativno;Ne
15598;4.4;-74.5;7.39;1.77;Negativno;Ne
15599;5.5;-62.2;7.75;1.13;Negativno;Ne
15600;2.4;-66.5;2.98;1.4;Negativno;Ne
15601;0.9;-60.1;8.24;1.29;Negativno;Ne
15602;7.1;-52.1;9.17;0.41;Negativno;Ne
15603;9.2;-73.9;3.78;0.47;Negativno;Ne
15604;3.4;-62.1;7.29;0.12;Negativno;Ne
15605;5.4;-66.7;7.15;1.3;Negativno;Ne
15606;19.0;-46.7;5.02;0.21;Negativno;Ne
15607;4.4;-52.3;8.82;0.23;Negativno;Ne
15608;3.8;-45.1;7.83;0.52;Negativno;Ne
15609;0.8;-37.1;6.84;0.06;Negativno;Ne
15610;4.7;-76.7;10.44;0.16;Negativno;Ne
15611;2.2;-64.8;10.9;0.64;Negativno;Ne
15612;4.3;-70.9;7.82;0.03;Negativno;Ne
15613;20.1;-84.1;8.95;0.73;Negativno;Ne
15614;9.4;-60.2;8.59;0.08;Negativno;Ne
15615;1.2;-63.5;9.33;1.32;Negativno;Ne
15616;5.5;-72.6;8.29;0.9;Negativno;Ne
15617;27.9;-72.7;8.41;0.04;Negativno;Ne
15618;0.7;-80.3;5.92;0.42;Negativno;Ne
15619;2.7;-61.9;5.88;0.6;Negativno;Ne
15620;3.8;-71.5;8.14;1.35;Negativno;Ne
15621;3.7;-64.0;6.35;0.49;Negativno;Ne
15622;0.3;-72.2;5.55;0.66;Negativno;Ne
15623;13.1;-55.1;8.08;0.01;Negativno;Ne
15624;0.8;-39.8;6.41;1.04;Negativno;Ne
15625;0.1;-76.3;6.54;0.37;Negativno;Ne
15626;6.3;-52.2;4.02;1.07;Negativno;Ne
15627;3.6;-53.8;8.18;0.03;Negativno;Ne
15628;3.2;-67.5;8.73;0.93;Negativno;Ne
15629;0.3;-55.5;7.61;0.55;Negativno;Ne
15630;19.2;-59.1;8.2;0.02;Negativno;Ne
15631;0.6;-65.6;4.69;0.53;Negativno;Ne
15632;3.8;-51.6;7.24;1.4;Negativno;Ne
15633;1.6;-46.3;7.44;0.96;Negativno;Ne
15634;6.0;-68.4;7.86;0.19;Negativno;Ne
15635;1.8;-64.0;9.15;0.28;Pozitivno;Ne
15636;6.6;-51.3;4.02;0.07;Negativno;Ne
15637;6.5;-65.7;6.73;0.09;Negativno;Ne
15638;5.6;-51.0;6.37;0.77;Negativno;Ne
15639;0.9;-54.9;10.37;0.1;Negativno;Ne
15640;2.1;-45.2;6.85;0.31;Negativno;Ne
15641;4.3;-58.8;10.6;0.29;Negativno;Ne
15642;2.4;-62.4;7.43;0.87;Negativno;Ne
15643;1.2;-73.9;9.28;0.99;Negativno;Ne
15644;5.2;-80.5;4.71;0.33;Negativno;Ne
15645;0.0;-27.8;6.78;0.36;Negativno;Ne
15646;3.2;-65.0;5.81;0.0;Negativno;Ne
15647;3.9;-60.9;4.04;0.57;Negativno;Ne
15648;7.4;-78.6;8.19;1.82;Negativno;Ne
15649;7.2;-58.7;8.09;0.22;Negativno;Ne
15650;3.0;-49.8;6.78;0.22;Negativno;Ne
15651;4.6;-56.8;6.84;0.11;Negativno;Ne
15652;1.1;-68.5;12.79;0.78;Negativno;Ne
15653;3.5;-61.4;6.61;0.42;Negativno;Ne
15654;0.2;-66.6;5.68;0.06;Negativno;Ne
15655;3.7;-62.6;8.66;0.73;Negativno;Ne
15656;9.8;-53.1;8.76;0.05;Negativno;Ne
15657;2.1;-65.3;9.64;0.0;Negativno;Ne
15658;5.7;-55.4;6.05;0.51;Negativno;Ne
15659;11.8;-61.8;7.83;0.0;Negativno;Ne
15660;6.8;-59.8;4.47;0.43;Negativno;Ne
15661;11.3;-68.6;4.0;0.44;Negativno;Ne
15662;1.7;-55.8;5.25;2.0;Negativno;Ne
15663;2.7;-66.0;4.65;0.81;Negativno;Ne
15664;4.7;-48.7;10.33;0.16;Negativno;Ne
15665;1.6;-54.5;7.44;0.62;Negativno;Ne
15666;1.1;-54.8;9.04;0.06;Negativno;Ne
15667;7.5;-53.0;10.6;0.52;Negativno;Ne
15668;4.8;-60.7;8.5;2.29;Negativno;Ne
15669;8.9;-67.7;4.65;0.01;Negativno;Ne
15670;8.0;-57.6;4.5;0.8;Negativno;Ne
15671;11.7;-53.1;4.69;0.68;Negativno;Ne
15672;5.0;-72.6;5.5;0.07;Negativno;Ne
15673;16.7;-50.3;10.3;0.13;Negativno;Ne
15674;1.5;-58.2;8.35;0.36;Negativno;Ne
15675;2.5;-37.6;4.14;0.63;Negativno;Ne
15676;1.6;-40.5;8.16;0.11;Negativno;Ne
15677;2.3;-56.3;3.65;0.54;Negativno;Ne
15678;0.1;-47.1;8.34;0.05;Negativno;Ne
15679;8.4;-58.8;7.27;0.87;Negativno;Ne
15680;3.8;-46.6;13.38;0.1;Negativno;Ne
15681;6.9;-64.4;4.91;0.37;Negativno;Ne
15682;4.1;-73.1;5.23;0.7;Negativno;Ne
15683;2.7;-53.5;9.59;1.57;Negativno;Ne
15684;0.7;-41.0;5.39;0.3;Negativno;Ne
15685;0.5;-73.5;10.54;1.74;Negativno;Ne
15686;17.6;-69.3;6.52;0.41;Negativno;Ne
15687;0.5;-54.6;7.28;0.35;Negativno;Ne
15688;10.0;-37.5;6.03;0.77;Negativno;Ne
15689;2.9;-55.7;8.83;0.61;Negativno;Ne
15690;11.2;-60.0;4.99;0.16;Negativno;Ne
15691;6.9;-59.1;4.22;0.67;Negativno;Ne
15692;3.9;-72.0;11.28;0.98;Negativno;Ne
15693;0.1;-66.2;10.81;0.32;Negativno;Ne
15694;0.4;-60.0;6.56;0.28;Negativno;Ne
15695;2.8;-56.1;8.43;1.16;Negativno;Ne
15696;12.4;-70.2;7.96;0.92;Negativno;Ne
15697;0.3;-69.3;8.63;0.65;Negativno;Ne
15698;3.4;-39.2;7.76;1.01;Negativno;Ne
15699;0.5;-69.8;10.09;0.52;Negativno;Ne
15700;0.4;-70.9;7.53;0.04;Negativno;Ne
15701;7.1;-69.4;10.08;0.95;Negativno;Ne
15702;8.4;-52.3;9.01;2.03;Negativno;Ne
15703;5.2;-61.2;7.12;0.16;Negativno;Ne
15704;5.5;-54.1;6.63;1.52;Negativno;Ne
15705;13.7;-67.3;4.74;1.01;Negativno;Ne
15706;5.3;-54.8;6.03;0.12;Negativno;Ne
15707;4.9;-64.7;3.53;0.27;Negativno;Ne
15708;5.4;-52.5;9.44;1.14;Negativno;Ne
15709;5.6;-54.6;11.1;0.42;Negativno;Ne
15710;0.8;-56.5;5.63;0.26;Negativno;Ne
15711;0.7;-42.8;4.2;1.74;Negativno;Ne
15712;11.5;-43.8;9.81;0.62;Negativno;Ne
15713;0.7;-73.9;10.21;0.83;Negativno;Ne
15714;2.8;-60.3;9.11;0.16;Negativno;Ne
15715;5.5;-72.9;6.23;1.22;Negativno;Ne
15716;2.5;-63.7;7.02;0.17;Negativno;Ne
15717;2.9;-45.4;8.94;0.41;Negativno;Ne
15718;1.9;-56.7;9.55;0.1;Negativno;Ne
15719;16.5;-53.4;5.83;0.13;Negativno;Ne
15720;3.0;-63.0;8.56;0.28;Negativno;Ne
15721;5.5;-61.4;7.83;0.31;Negativno;Ne
15722;1.6;-55.2;4.82;0.05;Negativno;Ne
15723;1.5;-61.0;11.07;0.7;Negativno;Ne
15724;2.8;-43.4;9.07;0.3;Negativno;Ne
15725;4.4;-64.6;6.76;0.06;Negativno;Ne
15726;0.5;-39.9;5.96;1.34;Negativno;Ne
15727;1.7;-58.1;11.17;1.02;Negativno;Ne
15728;3.5;-64.6;8.32;0.03;Negativno;Ne
15729;8.8;-59.9;8.01;0.21;Negativno;Ne
15730;2.2;-45.6;8.89;0.51;Negativno;Ne
15731;3.4;-55.0;4.39;0.19;Negativno;Ne
15732;1.2;-50.1;7.41;0.33;Negativno;Ne
15733;3.6;-47.4;7.61;1.17;Negativno;Ne
15734;3.2;-63.5;8.05;0.32;Pozitivno;Ne
15735;0.1;-68.4;5.19;0.17;Pozitivno;Ne
15736;1.5;-43.8;5.53;1.41;Negativno;Ne
15737;10.2;-60.5;8.3;1.72;Negativno;Ne
15738;7.4;-71.9;6.77;1.05;Negativno;Ne
15739;8.7;-52.5;5.59;0.02;Negativno;Ne
15740;11.1;-48.5;8.96;0.08;Negativno;Ne
15741;9.8;-57.5;7.87;0.14;Negativno;Ne
15742;6.3;-68.5;3.74;0.84;Negativno;Ne
15743;0.4;-53.6;12.92;0.62;Negativno;Ne
15744;0.6;-43.7;7.45;0.2;Negativno;Ne
15745;7.9;-64.2;6.74;1.94;Negativno;Ne
15746;3.1;-56.3;4.39;0.18;Negativno;Ne
15747;0.0;-68.2;6.75;0.12;Negativno;Ne
15748;15.1;-58.9;9.15;1.83;Negativno;Ne
15749;3.4;-65.0;6.33;0.2;Negativno;Ne
15750;0.2;-61.9;11.97;0.61;Pozitivno;Ne
15751;3.4;-66.9;5.22;0.34;Negativno;Ne
15752;5.4;-75.9;8.96;0.65;Negativno;Ne
15753;9.9;-73.1;7.54;0.49;Negativno;Ne
15754;2.1;-57.0;5.29;0.37;Negativno;Ne
15755;13.9;-44.9;3.59;0.46;Negativno;Ne
15756;11.2;-69.1;6.11;0.55;Negativno;Ne
15757;1.9;-67.3;6.97;0.11;Negativno;Ne
15758;3.7;-64.1;9.31;0.4;Negativno;Ne
15759;1.8;-51.1;4.07;0.19;Negativno;Ne
15760;2.0;-41.2;4.03;0.4;Negativno;Ne
15761;5.2;-62.2;10.03;0.66;Negativno;Ne
15762;0.4;-53.4;9.06;0.76;Negativno;Ne
15763;19.4;-74.9;9.58;0.75;Negativno;Ne
15764;5.5;-62.0;5.09;0.72;Negativno;Ne
15765;2.0;-31.1;8.23;0.25;Negativno;Ne
15766;2.0;-68.9;7.7;0.22;Negativno;Ne
15767;6.3;-57.8;5.4;0.1;Negativno;Ne
15768;1.8;-38.8;6.92;1.05;Negativno;Ne
15769;1.1;-67.2;4.24;0.36;Negativno;Ne
15770;8.4;-79.4;4.78;0.86;Negativno;Ne
15771;17.7;-55.2;8.29;0.34;Negativno;Ne
15772;1.3;-50.7;7.08;0.02;Negativno;Ne
15773;0.7;-59.2;7.86;0.19;Negativno;Ne
15774;9.0;-61.1;9.64;0.03;Negativno;Ne
15775;5.6;-64.3;2.92;0.1;Negativno;Ne
15776;9.5;-73.5;5.46;0.37;Negativno;Ne
15777;0.3;-68.5;8.62;0.24;Negativno;Ne
15778;0.3;-61.9;3.56;1.53;Negativno;Ne
15779;13.6;-67.4;6.72;0.36;Negativno;Ne
15780;1.7;-66.8;10.31;0.09;Negativno;Ne
15781;2.2;-64.7;7.47;0.03;Negativno;Ne
15782;3.2;-57.0;8.85;0.81;Negativno;Ne
15783;5.9;-68.0;7.51;0.5;Negativno;Ne
15784;5.8;-57.9;8.17;0.44;Negativno;Ne
15785;4.3;-62.9;7.18;0.97;Negativno;Ne
15786;5.3;-60.6;4.77;0.03;Negativno;Ne
15787;14.6;-72.5;3.99;0.38;Negativno;Ne
15788;17.3;-59.3;10.4;0.34;Negativno;Ne
15789;5.2;-41.1;7.13;0.66;Negativno;Ne
15790;8.1;-72.2;4.14;0.08;Negativno;Ne
15791;7.0;-55.0;5.7;0.32;Negativno;Ne
15792;5.7;-61.9;11.16;1.3;Negativno;Ne
15793;0.2;-52.0;6.3;0.07;Negativno;Ne
15794;11.1;-63.3;6.56;0.04;Negativno;Ne
15795;3.7;-75.7;8.2;0.57;Negativno;Ne
15796;1.4;-77.1;10.19;0.16;Negativno;Ne
15797;0.5;-56.9;5.53;0.49;Negativno;Ne
15798;7.7;-66.5;3.55;0.08;Negativno;Ne
15799;6.1;-71.8;3.61;0.52;Negativno;Ne
15800;4.4;-39.0;5.88;1.43;Negativno;Ne
15801;1.8;-51.2;8.89;0.35;Negativno;Ne
15802;7.1;-62.7;7.24;0.95;Negativno;Ne
15803;12.0;-56.4;5.34;0.95;Negativno;Ne
15804;2.5;-69.5;7.98;0.08;Negativno;Ne
15805;1.6;-57.3;4.32;1.24;Negativno;Ne
15806;1.4;-70.8;5.18;0.44;Negativno;Ne
15807;9.4;-53.4;4.82;1.01;Negativno;Ne
15808;2.8;-41.7;5.21;0.15;Negativno;Ne
15809;0.5;-60.0;5.74;1.19;Negativno;Ne
15810;1.6;-64.3;6.67;1.44;Negativno;Ne
15811;7.3;-56.2;9.56;0.8;Negativno;Ne
15812;10.5;-71.3;5.15;0.05;Negativno;Ne
15813;2.8;-62.1;5.06;0.88;Negativno;Ne
15814;2.7;-48.6;9.32;0.8;Negativno;Ne
15815;0.1;-70.0;3.49;0.73;Negativno;Ne
15816;11.5;-60.7;6.65;0.44;Negativno;Ne
15817;4.5;-75.4;6.14;0.25;Negativno;Ne
15818;9.4;-54.0;6.62;0.43;Negativno;Ne
15819;0.0;-75.8;4.03;0.05;Negativno;Ne
15820;2.5;-57.5;6.64;0.09;Negativno;Ne
15821;6.0;-58.9;3.3;0.22;Negativno;Ne
15822;4.7;-50.7;5.39;1.05;Negativno;Ne
15823;1.1;-61.2;6.17;1.34;Negativno;Ne
15824;1.7;-55.1;7.54;0.57;Negativno;Ne
15825;2.6;-54.8;5.75;0.08;Negativno;Ne
15826;10.4;-44.1;6.06;0.67;Negativno;Ne
15827;0.7;-45.1;6.76;1.08;Negativno;Ne
15828;0.5;-75.9;5.81;0.4;Negativno;Ne
15829;1.9;-52.1;7.99;0.26;Negativno;Ne
15830;0.8;-69.5;7.71;0.87;Negativno;Ne
15831;5.6;-52.0;5.23;0.92;Negativno;Ne
15832;0.6;-51.4;6.48;0.02;Negativno;Ne
15833;3.0;-54.0;7.27;0.9;Negativno;Ne
15834;3.3;-74.7;8.45;0.27;Negativno;Ne
15835;11.5;-56.0;11.44;0.06;Negativno;Ne
15836;2.0;-54.4;10.18;0.43;Negativno;Ne
15837;4.9;-70.9;6.99;0.68;Negativno;Ne
15838;5.5;-55.8;4.72;0.32;Negativno;Ne
15839;14.4;-65.0;6.69;0.07;Negativno;Ne
15840;5.8;-57.7;8.47;0.73;Negativno;Ne
15841;16.0;-75.9;9.23;0.44;Negativno;Ne
15842;22.1;-45.7;6.51;0.29;Negativno;Ne
15843;8.0;-32.5;7.14;0.35;Negativno;Ne
15844;4.6;-57.1;11.07;0.21;Negativno;Ne
15845;13.8;-52.5;6.54;0.15;Negativno;Ne
15846;6.7;-65.2;8.64;0.3;Negativno;Ne
15847;1.9;-68.3;4.78;0.04;Negativno;Ne
15848;4.3;-61.4;5.04;0.63;Negativno;Ne
15849;6.1;-64.7;5.32;0.13;Negativno;Ne
15850;4.7;-67.2;4.98;0.17;Negativno;Ne
15851;2.2;-71.3;10.16;0.12;Negativno;Ne
15852;3.1;-49.7;7.16;0.28;Negativno;Ne
15853;1.7;-45.8;7.47;0.27;Negativno;Ne
15854;2.3;-47.7;7.5;0.05;Negativno;Ne
15855;6.0;-69.8;2.26;0.04;Negativno;Ne
15856;13.0;-47.7;2.69;0.88;Negativno;Ne
15857;4.9;-70.9;8.21;1.11;Negativno;Ne
15858;2.3;-53.7;8.82;0.12;Negativno;Ne
15859;11.8;-65.1;7.75;0.98;Negativno;Ne
15860;8.9;-35.7;7.1;0.2;Negativno;Ne
15861;0.6;-59.4;6.22;0.68;Negativno;Ne
15862;6.8;-54.0;6.0;0.33;Negativno;Ne
15863;12.4;-51.4;7.91;0.38;Negativno;Ne
15864;34.0;-58.6;6.01;0.35;Negativno;Ne
15865;1.4;-58.9;6.71;0.07;Negativno;Ne
15866;3.7;-64.4;4.74;0.28;Negativno;Ne
15867;2.4;-60.3;3.51;0.58;Negativno;Ne
15868;0.6;-57.0;5.52;0.75;Negativno;Ne
15869;4.0;-64.2;8.43;0.0;Negativno;Ne
15870;15.7;-62.2;5.15;0.14;Negativno;Ne
15871;1.4;-74.2;4.18;0.16;Negativno;Ne
15872;3.5;-61.1;7.34;0.45;Negativno;Ne
15873;10.5;-59.4;9.84;0.1;Negativno;Ne
15874;5.7;-67.8;7.78;0.01;Negativno;Ne
15875;9.0;-55.8;10.19;0.15;Negativno;Ne
15876;8.4;-64.1;10.11;0.36;Negativno;Ne
15877;5.7;-67.3;6.31;0.23;Negativno;Ne
15878;2.0;-54.6;7.09;0.56;Negativno;Ne
15879;2.3;-54.1;6.06;0.61;Negativno;Ne
15880;2.1;-70.7;3.5;0.07;Negativno;Ne
15881;1.4;-47.1;6.16;0.18;Negativno;Ne
15882;0.4;-43.4;3.4;0.19;Negativno;Ne
15883;4.4;-74.9;7.86;1.03;Negativno;Ne
15884;9.9;-52.1;9.89;0.07;Negativno;Ne
15885;1.3;-39.3;4.36;0.16;Negativno;Ne
15886;3.9;-60.5;3.11;2.19;Negativno;Ne
15887;19.7;-67.9;7.1;0.09;Negativno;Ne
15888;12.9;-60.9;8.81;0.19;Negativno;Ne
15889;0.6;-65.7;6.02;0.32;Negativno;Ne
15890;5.1;-57.0;5.94;0.3;Negativno;Ne
15891;0.9;-60.0;5.7;0.13;Negativno;Ne
15892;16.2;-62.1;9.18;1.75;Negativno;Ne
15893;3.2;-58.6;6.74;0.49;Negativno;Ne
15894;4.0;-50.4;7.3;0.22;Negativno;Ne
15895;4.9;-53.3;9.18;0.47;Negativno;Ne
15896;0.3;-61.3;6.04;1.11;Negativno;Ne
15897;3.6;-43.8;3.9;0.23;Negativno;Ne
15898;14.2;-51.8;9.56;0.02;Negativno;Ne
15899;7.7;-53.8;6.85;1.22;Negativno;Ne
15900;6.4;-56.8;7.86;0.14;Negativno;Ne
15901;6.8;-76.2;8.36;1.62;Negativno;Ne
15902;7.4;-72.4;4.38;0.06;Negativno;Ne
15903;1.6;-34.8;3.75;0.14;Negativno;Ne
15904;8.4;-63.4;9.53;0.4;Negativno;Ne
15905;1.1;-62.0;4.72;0.52;Negativno;Ne
15906;0.4;-75.3;5.35;0.03;Negativno;Ne
15907;4.2;-48.1;6.83;0.06;Negativno;Ne
15908;0.1;-72.5;5.63;0.15;Negativno;Ne
15909;0.6;-46.0;7.99;1.43;Negativno;Ne
15910;15.9;-48.9;9.25;0.3;Negativno;Ne
15911;11.5;-41.4;8.99;0.97;Negativno;Ne
15912;0.3;-43.2;8.04;0.41;Negativno;Ne
15913;3.3;-74.7;3.01;1.27;Negativno;Ne
15914;3.0;-63.9;6.41;1.15;Negativno;Ne
15915;4.8;-56.2;5.02;0.64;Negativno;Ne
15916;0.9;-63.7;9.44;0.36;Negativno;Ne
15917;14.2;-54.6;7.52;0.19;Negativno;Ne
15918;1.8;-63.4;6.98;0.26;Negativno;Ne
15919;4.2;-57.8;2.43;0.6;Negativno;Ne
15920;3.2;-48.1;3.77;0.49;Negativno;Ne
15921;8.3;-67.8;7.35;0.72;Negativno;Ne
15922;2.5;-62.1;6.39;0.11;Negativno;Ne
15923;0.3;-57.3;5.97;0.68;Negativno;Ne
15924;4.6;-65.4;7.29;0.62;Negativno;Ne
15925;9.5;-69.7;11.76;0.27;Negativno;Ne
15926;3.3;-63.0;3.72;0.24;Negativno;Ne
15927;3.0;-42.5;10.9;0.07;Negativno;Ne
15928;0.2;-67.5;8.38;0.03;Negativno;Ne
15929;0.4;-53.3;7.19;0.04;Negativno;Ne
15930;2.2;-57.9;7.28;0.93;Negativno;Ne
15931;15.3;-59.5;7.15;0.2;Negativno;Ne
15932;3.3;-82.6;6.87;0.08;Negativno;Ne
15933;2.4;-71.3;5.12;0.9;Negativno;Ne
15934;0.1;-67.0;6.26;0.17;Negativno;Ne
15935;0.1;-55.6;7.87;0.48;Negativno;Ne
15936;1.6;-57.5;7.42;0.28;Negativno;Ne
15937;3.7;-55.9;7.06;0.59;Negativno;Ne
15938;2.6;-59.2;6.22;0.69;Negativno;Ne
15939;2.6;-55.8;6.01;0.72;Negativno;Ne
15940;3.4;-61.1;6.77;0.9;Negativno;Ne
15941;3.7;-67.8;8.95;0.18;Negativno;Ne
15942;16.1;-45.9;7.68;0.23;Negativno;Ne
15943;3.4;-71.0;6.39;0.33;Pozitivno;Ne
15944;8.1;-60.8;7.85;0.13;Negativno;Ne
15945;12.4;-75.6;9.32;0.49;Negativno;Ne
15946;12.1;-50.0;5.88;0.06;Negativno;Ne
15947;5.7;-59.2;9.79;0.09;Negativno;Ne
15948;10.7;-56.4;8.81;0.34;Negativno;Ne
15949;2.1;-56.3;9.37;0.21;Negativno;Ne
15950;1.2;-46.5;10.82;0.0;Negativno;Ne
15951;8.9;-84.1;7.36;0.01;Negativno;Ne
15952;2.4;-61.1;3.96;0.01;Negativno;Ne
15953;10.0;-53.2;7.76;0.24;Negativno;Ne
15954;3.9;-34.0;6.24;0.92;Negativno;Ne
15955;2.1;-51.3;5.96;0.95;Negativno;Ne
15956;0.5;-48.0;5.5;0.76;Negativno;Ne
15957;7.6;-62.7;9.05;1.54;Negativno;Ne
15958;0.1;-70.5;5.48;0.44;Negativno;Ne
15959;0.1;-59.0;4.84;0.15;Negativno;Ne
15960;2.1;-66.3;9.31;0.19;Negativno;Ne
15961;24.3;-63.5;7.25;0.41;Negativno;Ne
15962;0.1;-68.7;6.68;0.11;Negativno;Ne
15963;13.0;-67.9;8.66;2.95;Negativno;Ne
15964;0.4;-55.7;7.3;0.26;Negativno;Ne
15965;11.8;-63.5;9.94;0.1;Negativno;Ne
15966;6.8;-75.0;10.04;0.04;Negativno;Ne
15967;0.6;-57.4;4.18;0.39;Negativno;Ne
15968;1.5;-56.9;6.81;0.72;Negativno;Ne
15969;12.1;-51.8;4.84;0.03;Negativno;Ne
15970;11.0;-48.8;9.16;0.48;Negativno;Ne
15971;4.8;-56.4;4.35;0.21;Negativno;Ne
15972;1.3;-57.9;5.51;1.06;Negativno;Ne
15973;4.9;-55.3;7.19;0.56;Negativno;Ne
15974;0.2;-56.2;5.62;1.09;Negativno;Ne
15975;1.9;-45.7;7.24;0.31;Negativno;Ne
15976;3.4;-70.6;5.86;0.24;Negativno;Ne
15977;2.2;-69.5;9.12;0.11;Negativno;Ne
15978;1.4;-49.9;7.38;0.42;Negativno;Ne
15979;0.4;-38.5;11.38;0.93;Negativno;Ne
15980;1.4;-32.3;3.0;0.34;Negativno;Ne
15981;2.4;-52.6;5.23;0.32;Negativno;Ne
15982;2.3;-49.5;6.53;0.36;Negativno;Ne
15983;5.8;-68.4;5.93;0.29;Negativno;Ne
15984;5.9;-84.3;9.03;1.22;Negativno;Ne
15985;8.0;-52.1;7.84;0.2;Negativno;Ne
15986;1.1;-50.4;6.31;0.26;Negativno;Ne
15987;5.7;-73.5;7.33;0.4;Negativno;Ne
15988;0.0;-82.1;4.58;0.22;Negativno;Ne
15989;3.8;-70.5;9.83;0.15;Negativno;Ne
15990;0.5;-48.3;9.19;0.23;Negativno;Ne
15991;9.9;-64.5;5.73;1.14;Negativno;Ne
15992;2.2;-68.9;6.6;0.04;Negativno;Ne
15993;3.7;-63.6;5.36;0.28;Negativno;Ne
15994;2.6;-46.4;5.85;1.06;Negativno;Ne
15995;1.6;-62.1;5.28;1.11;Negativno;Ne
15996;0.0;-81.8;4.33;0.98;Negativno;Ne
15997;2.3;-48.7;8.94;0.83;Negativno;Ne
15998;0.9;-76.3;8.92;0.0;Negativno;Ne
15999;0.2;-82.5;8.31;0.13;Negativno;Ne
16000;19.7;-73.2;6.65;0.07;Negativno;Ne
16001;3.1;-55.5;8.76;0.16;Negativno;Ne
16002;2.2;-52.1;8.19;0.49;Negativno;Ne
16003;0.8;-51.5;9.25;2.53;Negativno;Ne
16004;5.8;-67.8;6.8;1.23;Negativno;Ne
16005;3.6;-67.2;6.52;0.09;Negativno;Ne
16006;5.7;-62.5;8.76;0.2;Negativno;Ne
16007;0.0;-65.9;8.51;2.36;Negativno;Ne
16008;4.5;-51.0;5.09;0.13;Negativno;Ne
16009;12.8;-51.0;7.56;0.2;Negativno;Ne
16010;4.1;-55.9;10.4;0.05;Negativno;Ne
16011;5.2;-82.9;8.64;0.03;Negativno;Ne
16012;13.0;-62.0;8.8;0.09;Negativno;Ne
16013;8.5;-79.2;5.25;0.92;Negativno;Ne
16014;4.3;-72.0;5.98;0.23;Negativno;Ne
16015;0.9;-61.2;8.22;0.3;Negativno;Ne
16016;12.2;-67.2;5.66;0.45;Negativno;Ne
16017;0.1;-62.4;5.86;0.82;Negativno;Ne
16018;8.1;-65.2;6.21;0.75;Negativno;Ne
16019;1.8;-61.8;7.65;0.32;Negativno;Ne
16020;0.7;-57.1;3.65;1.39;Negativno;Ne
16021;1.1;-40.6;8.77;1.17;Negativno;Ne
16022;1.3;-45.4;5.08;0.33;Negativno;Ne
16023;7.9;-59.0;10.02;1.05;Negativno;Ne
16024;2.2;-85.1;6.48;0.38;Negativno;Ne
16025;17.4;-57.3;5.67;1.79;Negativno;Ne
16026;3.1;-68.7;7.82;1.16;Negativno;Ne
16027;8.9;-49.9;7.4;0.21;Pozitivno;Ne
16028;11.3;-37.0;7.19;0.1;Negativno;Ne
16029;0.6;-56.5;5.96;0.08;Negativno;Ne
16030;11.7;-63.6;9.9;0.64;Negativno;Ne
16031;1.1;-55.3;6.52;0.17;Negativno;Ne
16032;2.8;-59.0;7.61;1.0;Negativno;Ne
16033;5.5;-63.7;4.93;0.73;Negativno;Ne
16034;0.9;-75.9;7.07;0.17;Negativno;Ne
16035;5.8;-58.6;6.26;0.56;Negativno;Ne
16036;1.1;-54.3;5.02;1.57;Negativno;Ne
16037;1.2;-59.3;6.72;0.0;Negativno;Ne
16038;8.6;-57.2;7.19;0.38;Negativno;Ne
16039;5.6;-68.8;7.62;0.1;Negativno;Ne
16040;1.3;-65.9;8.35;0.2;Negativno;Ne
16041;1.0;-65.4;7.8;0.49;Negativno;Ne
16042;1.5;-59.4;9.31;0.13;Negativno;Ne
16043;4.2;-43.3;11.38;0.32;Negativno;Ne
16044;5.9;-44.6;5.07;1.15;Negativno;Ne
16045;4.1;-59.5;8.0;0.49;Negativno;Ne
16046;8.3;-65.9;8.98;0.37;Negativno;Ne
16047;2.7;-56.1;4.34;0.21;Negativno;Ne
16048;1.7;-50.9;6.23;0.17;Negativno;Ne
16049;2.2;-62.4;10.12;0.42;Negativno;Ne
16050;6.5;-43.5;2.08;2.12;Negativno;Ne
16051;17.8;-32.6;5.45;0.72;Negativno;Ne
16052;3.0;-64.2;10.22;0.1;Negativno;Ne
16053;4.7;-55.9;7.04;0.73;Negativno;Ne
16054;2.5;-62.3;8.01;1.01;Negativno;Ne
16055;1.0;-66.3;7.87;0.46;Negativno;Ne
16056;6.8;-53.4;5.54;0.74;Negativno;Ne
16057;10.0;-41.7;8.79;0.42;Negativno;Ne
16058;2.6;-65.2;5.61;0.02;Negativno;Ne
16059;3.6;-66.9;8.08;0.56;Negativno;Ne
16060;1.1;-34.3;8.02;0.67;Negativno;Ne
16061;6.1;-72.0;6.88;0.3;Negativno;Ne
16062;2.7;-59.1;6.48;0.31;Negativno;Ne
16063;13.0;-52.4;10.35;0.29;Negativno;Ne
16064;9.8;-59.2;8.09;1.25;Negativno;Ne
16065;11.5;-56.8;7.38;0.27;Negativno;Ne
16066;6.3;-61.9;7.41;0.84;Negativno;Ne
16067;2.4;-85.3;8.25;0.3;Negativno;Ne
16068;1.6;-68.4;8.13;0.29;Negativno;Ne
16069;0.2;-34.4;7.54;0.33;Negativno;Ne
16070;1.6;-53.6;7.18;0.12;Negativno;Ne
16071;10.1;-63.3;8.35;0.93;Negativno;Ne
16072;1.0;-48.4;5.11;1.26;Negativno;Ne
16073;8.2;-43.3;6.49;0.05;Negativno;Ne
16074;3.2;-47.5;3.61;0.03;Negativno;Ne
